ytid,start_time,class,set
25GEKdMmJNI,194,playing hammond organ,train
2zkEzTF5-9A,120,playing saxophone,test
2zkiwNDITII,36,playing guiro,train
2zkiwNDITII,55,playing guiro,test
24o8JKJujqE,140,driving motorcycle,test
24OKPZIt8NE,150,helicopter,train
24oYHGAu0mw,15,dog barking,train
24wW5cqcO-Y,0,skidding,train
25gMceclZJo,522,playing ukulele,train
2ZmyggA9WJU,30,typing on computer keyboard,train
2Zn1f9rPFkA,1,people battle cry,train
26gDW2bkJx8,39,playing bass drum,train
26n6SWY3jUc,46,playing harp,train
2zPKwSrCDik,187,eagle screaming,train
26gDW2bkJx8,50,playing bass drum,train
2ZQPxYb5gKo,176,slot machine,train
2zS0h9MWp_E,18,playing congas,test
2zS0h9MWp_E,117,playing congas,train
2zSVPoRn-1o,50,driving motorcycle,train
26h2a_svGmw,166,playing djembe,test
26NQNb3y7xU,30,fireworks banging,train
2ZTxFh7r3hc,330,playing synthesizer,train
2ZtyzGwmU8I,1,printer printing,train
25Yt9pqElKo,17,skateboarding,test
26h2a_svGmw,184,playing djembe,train
26onrNTKCUw,133,squishing water,train
2zV7mQ88Y6Q,3,people whistling,train
2zV7mQ88Y6Q,27,people whistling,train
2zxDgfeAj5o,197,playing erhu,train
2zxM-SCX8qw,30,"rowboat, canoe, kayak rowing",test
26Ds_Vl3dho,73,playing oboe,train
26OX7nUmR-w,90,driving motorcycle,train
2ZZh5V-aPpc,60,"donkey, ass braying",train
2ZZh5V-aPpc,75,"donkey, ass braying",train
25q7wJB-Yak,130,"race car, auto racing",train
25ViahWMZ-Q,110,tap dancing,train
26Ds_Vl3dho,104,playing oboe,train
3_9-TYGWs8w,30,playing acoustic guitar,train
26JySevGKNI,34,singing bowl,train
3_akAF2dD00,260,fireworks banging,train
3_B_KR31D04,60,playing bagpipes,train
3_BQMBgN_-Q,448,playing timbales,test
26e_cPsiM0g,30,playing bass guitar,train
26KmPM2YkmQ,4,ambulance siren,test
3_dnW1h7Xq0,30,whale calling,train
3_EmWIxx4Qg,30,female singing,train
3_HGTEKkE1s,2,cell phone buzzing,train
3_iteS-k358,58,plastic bottle crushing,train
25vUqH_ZoKo,30,car engine starting,train
26PpaNN08PI,173,playing didgeridoo,test
3_njf9THj6I,22,"motorboat, speedboat acceleration",train
26PpaNN08PI,184,playing didgeridoo,train
3_p61xXE5oE,30,using sewing machines,train
26LaPIqlEwI,147,cap gun shooting,train
3_t3g8uImYA,40,skateboarding,test
26pZea9hXV0,30,driving motorcycle,train
3_TPXMLMNUE,38,police radio chatter,train
3-_U4EUYOj4,124,playing synthesizer,test
3-_U4EUYOj4,257,playing synthesizer,test
26Fz_Fp0zaM,89,people eating crisps,test
26LaPIqlEwI,187,cap gun shooting,train
3_Y5kroJ0qM,56,chimpanzee pant-hooting,train
26m1LezbOE8,400,"playing marimba, xylophone",train
3-0K2zuTwl4,10,toilet flushing,train
3-1-jfOo_Gk,253,playing tambourine,train
3-1-jfOo_Gk,266,playing tambourine,test
3-2CKVCL90g,200,playing table tennis,train
3-6EpvIgyDY,170,basketball bounce,train
3-7k9PrmRQ0,22,sailing,train
3-8ikXvMZuc,360,orchestra,train
26RXh8CCtiI,30,playing electric guitar,test
26S9bhSpCp8,30,waterfall burbling,train
26V_mEDeOqk,0,cat caterwauling,train
26Zs3imuwEg,20,ambulance siren,train
27lRPrn77K4,30,male singing,train
27OuK7jNb6w,149,playing bassoon,test
3A3B2t8C5Yw,318,playing electronic organ,train
3A3B2t8C5Yw,330,playing electronic organ,train
27Q3f4y6at4,6,"motorboat, speedboat acceleration",train
27ZSldfo0fg,60,helicopter,test
3A4NE9jEtlw,190,people clapping,test
26tbPMNKXZM,29,playing mandolin,train
26-tTUVk2Gw,1,bird squawking,test
26uOQOkCbOI,17,"vehicle horn, car horn, honking",train
26Zs3imuwEg,33,ambulance siren,train
27GIhPBBL7w,22,playing electric guitar,train
3a8Ng5TYDps,10,playing electronic organ,train
3A94mE0xjDk,194,playing table tennis,train
3AA9njJphg8,30,playing bass guitar,train
3AaHmZvZclA,5,owl hooting,train
3AaHmZvZclA,48,owl hooting,train
26ygwVOSldo,381,tapping guitar,train
27-8ZGg08LI,80,bird wings flapping,train
27gjol4VSOE,30,driving motorcycle,train
27s1P4Oy2W4,30,playing acoustic guitar,test
28Ax9OWXPIM,16,volcano explosion,train
3ACjUf9QpAQ,30,train horning,train
27kKaFApffk,41,yodelling,test
27ML4jzZrOw,32,lathe spinning,train
28C3yjapSw0,30,"engine accelerating, revving, vroom",train
3AdhTzms5mc,40,black capped chickadee calling,train
3AdhTzms5mc,158,black capped chickadee calling,test
27-8ZGg08LI,222,bird wings flapping,train
27kKaFApffk,95,yodelling,test
27ML4jzZrOw,72,lathe spinning,train
3afoSUy0Fv0,0,playing cymbal,train
3aFProJmJzY,0,people coughing,train
3ahAmvJQOPg,30,lawn mowing,train
3aIPTCt1L_A,203,tractor digging,train
3AIQZ0GwDEw,54,playing badminton,train
28E8WKZ614w,343,playing timbales,train
3ajAP-bZ9Vs,10,"engine accelerating, revving, vroom",train
26rY8t9EskE,30,skidding,train
26tbPMNKXZM,46,playing mandolin,test
26wRRi7pII4,30,car passing by,train
3AMkT5viJZQ,188,playing tympani,test
26XF7s6z2Rs,30,male singing,train
27d7KqVbvE0,120,playing cornet,train
28EiKroYXXI,40,"race car, auto racing",train
3Ao3xhnF9wk,2,mosquito buzzing,train
3aOkXNJiOPo,354,playing erhu,train
3aOkXNJiOPo,522,playing erhu,test
27zJKnqRq1U,208,people burping,train
28tsawfapic,20,printer printing,train
29dhoxxDvLQ,30,"pigeon, dove cooing",train
3AQFAFy1RCw,30,baby crying,train
3a-Qgxgl_wE,30,people hiccup,test
3AQHFYNk5NA,34,playing harpsichord,train
3AQHFYNk5NA,79,playing harpsichord,test
28tVV2UuGdI,184,playing bassoon,train
3Arl4YDAwBg,30,printer printing,train
3A-SmcsSLIo,30,playing bass guitar,train
29eAYw0Bpds,76,volcano explosion,train
3au_kzESICM,117,tractor digging,train
3AUK51K4d9g,12,playing glockenspiel,test
3AUK51K4d9g,24,playing glockenspiel,train
3aVbejGXWNk,43,turkey gobbling,train
3aVbejGXWNk,83,turkey gobbling,train
3aViYMHfSi0,110,playing saxophone,test
28TzVdhdzyc,532,playing squash,test
29EjVvjmCa8,20,lawn mowing,test
3aX5Z_lw68Y,95,playing trombone,test
3aX5Z_lw68Y,121,playing trombone,train
29eKYyuFjxE,59,crow cawing,train
3AXQ9Ci4kos,30,playing acoustic guitar,test
3aY1Vjft9hg,2,sea lion barking,train
29eKYyuFjxE,77,crow cawing,train
3aylTZwTnfg,4,playing harp,train
28Zi9tlRfcg,80,playing drum kit,train
3AzqyuoajGo,214,people eating,train
29EzQ0NjnpE,87,pig oinking,train
3-B4PgFDOCU,190,ripping paper,train
3b5H6Wjo_vk,64,skiing,train
29fziVRRJ60,0,playing electronic organ,train
3b5H6Wjo_vk,169,skiing,train
3b7F9biyfwM,111,playing tympani,test
28S9JDrPX9g,196,people sneezing,train
3B89uhJMeqo,42,tapping guitar,train
3-BAFsQcH2s,82,playing saxophone,train
3-BAFsQcH2s,93,playing saxophone,train
3BaQC89-KAM,36,missile launch,test
3bb9cq2Y7PM,32,yodelling,train
3bb9cq2Y7PM,173,yodelling,train
3BbA55LDjak,2,playing bassoon,train
3BbA55LDjak,165,playing bassoon,test
28MU5esLujM,12,playing squash,train
28SKOvm8kX4,30,church bell ringing,test
3bdNfXk6LBw,0,playing accordion,train
3BdrvAVPCKE,75,civil defense siren,train
3BENoVfLTJI,172,fire truck siren,train
29caWeKoeJ8,12,people marching,train
3Bh0Uk26BMQ,36,playing djembe,train
3Bh0Uk26BMQ,72,playing djembe,train
28urcBDSIjc,64,playing tabla,test
29caWeKoeJ8,38,people marching,train
29hYj0P5DKc,324,car engine idling,train
3bIAm29knww,4,swimming,train
3bIAm29knww,41,swimming,train
3BIGyDCEl9Q,30,"female speech, woman speaking",train
28mzx3Qu0BU,18,"motorboat, speedboat acceleration",train
28SXOQ1SAtc,18,"motorboat, speedboat acceleration",train
28urcBDSIjc,75,playing tabla,train
3Bn9nDqL8KI,1,car engine knocking,train
3Bn9nDqL8KI,11,car engine knocking,train
3BnAJcLwAis,330,playing harp,train
3BNn-UndDrI,16,playing double bass,train
3bnqZuo6VOo,310,"race car, auto racing",train
3bnX_fUJL0s,212,playing bongo,train
3bnX_fUJL0s,225,playing bongo,train
30CtGXZ7Zq8,421,dinosaurs bellowing,test
3BoSzB-DXaM,30,police car (siren),train
3bOyA0s_yv8,30,male singing,train
29JwAQxjWLg,483,playing erhu,test
30_CZ7xuI3M,19,chicken crowing,test
3bSLOOAugM8,410,ocean burbling,train
29TGnQbSJg0,330,lighting firecrackers,test
30_CZ7xuI3M,93,chicken crowing,train
3b-uJxGPOt4,9,singing choir,train
3bvv-QLykWI,30,playing acoustic guitar,train
30dLKWLRYqA,62,police radio chatter,test
3bw9rTOGBJo,0,printer printing,test
3BwkgRUrSUY,30,ocean burbling,train
3bWTC6SpRl4,410,orchestra,train
3BxjgZbdlBY,230,stream burbling,train
30fJ2tRViCE,30,"playing violin, fiddle",train
3bYE0AN9Atc,30,goose honking,train
29TGnQbSJg0,695,lighting firecrackers,test
30GKQE4mOtQ,30,"engine accelerating, revving, vroom",train
3c_aHO_WmnU,30,playing acoustic guitar,train
3C0DnNSvCcw,14,playing bass guitar,train
3C0KtiHfBgE,57,fire truck siren,test
3C0KtiHfBgE,80,fire truck siren,train
3C1ZzpDMgiY,106,skiing,train
3-C2bbWkR78,70,playing drum kit,test
29Ye7KmSx_I,30,playing acoustic guitar,train
3c3bvoDlyjM,30,playing acoustic guitar,test
3c6cDLE29C0,80,playing cello,test
29YZilm0hWs,0,sailing,test
3c9XvVyz1QE,0,people coughing,train
29Vt10n1jYw,20,playing table tennis,train
29ZGepJOpE8,91,lathe spinning,train
3cayd2twM_4,0,opening or closing car doors,train
3CBce0SEeYM,0,playing hammond organ,train
3cBki5bL5UI,30,printer printing,train
3Cbt8HuFAAQ,123,air horn,train
29ZGepJOpE8,437,lathe spinning,train
30JUNYLYiZE,30,playing harpsichord,train
3CD9-acTSQ4,30,"male speech, man speaking",train
3CDuX9olP3o,70,waterfall burbling,test
3ced6-nk3-8,4,"vehicle horn, car horn, honking",train
3ced6-nk3-8,14,"vehicle horn, car horn, honking",train
3ceLQQnpULk,75,playing timbales,train
3ceLQQnpULk,140,playing timbales,test
3ceM1pnfc3Y,24,"child speech, kid speaking",train
29s_LOF6juQ,380,people clapping,test
3cgu9Oybdqo,600,"playing steel guitar, slide guitar",train
3cgX45wf-iU,120,playing piano,train
3CHor3uzS00,30,duck quacking,train
3ci1kPrKql0,230,playing accordion,train
3cI-C3LI26g,133,playing bagpipes,train
3cI-C3LI26g,186,playing bagpipes,train
30CtGXZ7Zq8,319,dinosaurs bellowing,test
30mEPczULtk,30,playing electric guitar,train
30rn588aR7M,104,black capped chickadee calling,test
30ukqzuMVJc,75,people shuffling,test
3CkwNL_UGoA,30,people eating,train
3cKxIVzqrcQ,110,"subway, metro, underground",train
3CL8mq3J47Y,60,printer printing,train
3cLclrAxiCw,30,"playing violin, fiddle",test
3cLmAjCl0hE,430,alarm clock ringing,test
31Ia6A8vGX8,30,playing acoustic guitar,train
31pTM_NQ_pk,30,people running,train
3cMrwXYnjd4,26,air horn,train
30nJSQzenGo,200,playing tambourine,test
30OdpWzeI90,230,"playing marimba, xylophone",test
30rn588aR7M,116,black capped chickadee calling,train
30y17PVjpHM,90,playing theremin,train
3cojB-FzRZ4,100,playing harmonica,train
3cojB-FzRZ4,243,playing harmonica,train
3CPyFz_GYcs,30,female singing,train
31r02MvR7XQ,196,singing bowl,test
3Cq276AY0Lo,0,sheep bleating,train
3cqhPfchfIE,30,"female speech, woman speaking",train
3cqSRJBO24c,190,wind rustling leaves,train
30OKuAy9LNs,0,lions roaring,train
30USM0SdMDo,187,playing badminton,train
30y17PVjpHM,102,playing theremin,train
31DNhEtQH-4,158,playing didgeridoo,train
31K7xq7oxc4,30,male singing,train
3CrxRTRz6qA,102,volcano explosion,train
3csbCSOMSz4,30,"playing violin, fiddle",test
3csiDpdFviU,30,playing acoustic guitar,train
3Ct_PnXbqGw,88,playing bass drum,train
3Ct_PnXbqGw,167,playing bass drum,test
3CTaqm5Zoak,530,ambulance siren,train
31DYIVvYtPI,30,playing electronic organ,train
3cuj-EPDZKo,30,playing acoustic guitar,train
3cukJHT3IlE,49,people sneezing,test
3cUyz6tdK1A,29,"heart sounds, heartbeat",train
3cUyz6tdK1A,48,"heart sounds, heartbeat",train
3CV2SJBA9jQ,30,"engine accelerating, revving, vroom",test
3CvcSIU-guQ,16,people whistling,test
3cWSATCON4A,30,driving buses,train
31lfj0VEDR8,30,"male speech, man speaking",train
3CxbnnbXQME,30,"male speech, man speaking",train
3cy7OWQIsWk,580,skateboarding,test
3c-YDuQ6-Uk,15,ambulance siren,train
30OKuAy9LNs,35,lions roaring,train
30sur9elMwA,30,playing bass guitar,test
30uZuL3TTYA,30,playing electric guitar,train
31aZlIk5XkU,30,wind noise,train
31mUNy_Rj1s,30,car passing by,train
3d03T0A5V-8,24,mouse clicking,train
3D3oByfZJlk,54,scuba diving,train
3d3Ph7yf8UY,421,playing tabla,train
30nJSQzenGo,286,playing tambourine,train
30WQrG-pdWs,30,male singing,train
31nHi_FplaU,70,playing banjo,train
3d5adPCKY40,119,people eating apple,train
3d5adPCKY40,106,people eating apple,test
30ukqzuMVJc,44,people shuffling,train
31bfdo-0C6M,0,slot machine,train
31UpKZ7y0i0,69,police radio chatter,train
3D7k7cNcpe4,0,"child speech, kid speaking",train
31UpKZ7y0i0,115,police radio chatter,test
31WIjMqJ-mk,0,"bird chirping, tweeting",train
31Wq-Y1Bdao,50,tractor digging,train
31Wq-Y1Bdao,226,tractor digging,test
31xr0iKs6aM,30,playing glockenspiel,test
31xr0iKs6aM,57,playing glockenspiel,train
31z8IVu7F5g,30,playing acoustic guitar,train
31zKQhpoKo8,30,"male speech, man speaking",train
31zYecZJHrE,30,baby laughter,test
32_bnG7zIeE,30,playing cymbal,train
32_g6kD2EtE,15,playing tabla,train
32_g6kD2EtE,59,playing tabla,test
32B1siT9lPg,462,scuba diving,test
32c8vEBXlfs,197,train horning,train
32c8vEBXlfs,666,train horning,train
32Cc_6Qgu98,30,"playing violin, fiddle",train
32cl4XGoJsQ,43,"motorboat, speedboat acceleration",train
32D7b4_VW24,30,"rowboat, canoe, kayak rowing",test
32EfyIPDEYg,124,fire truck siren,train
32EfyIPDEYg,245,fire truck siren,test
32Gkv39Fj7g,30,playing electric guitar,train
32HJVMm6pEg,1,playing tambourine,test
32HJVMm6pEg,50,playing tambourine,train
32IKJs7PmLA,0,people burping,test
32LzYwmzIVs,4,crow cawing,train
32mhPkry-sc,30,car passing by,test
32-MwwJWOB4,149,people burping,train
32nDQlgpVX4,60,"child speech, kid speaking",train
32OMjmUE4I8,131,sailing,train
32QtViQ6vRQ,30,male singing,train
32vNHTTzgWA,82,cat growling,train
32vNHTTzgWA,93,cat growling,train
32WjWeBFCeM,123,alarm clock ringing,test
32WjWeBFCeM,204,alarm clock ringing,train
32Xyzs_p7L8,14,child singing,train
32z5azBiX8s,315,playing bass drum,train
32zwe7JRBPQ,127,using sewing machines,train
32zwe7JRBPQ,289,using sewing machines,train
33-9kY8fk2U,2,squishing water,train
33-9kY8fk2U,37,squishing water,train
33b1lyo2EOg,170,people crowd,train
33CAk5PN-Go,23,pig oinking,train
33eBnvK-KmM,30,playing acoustic guitar,test
33f2O02h9u4,81,playing harmonica,train
33f2O02h9u4,275,playing harmonica,test
33hINRFemCA,30,skidding,train
33HJvBxeiQE,247,magpie calling,train
33iIoveUeIo,30,female singing,train
33j7G2-XxDE,0,"donkey, ass braying",train
33kmWInmcyg,30,"rowboat, canoe, kayak rowing",train
33lh4x3ZU_s,30,"playing marimba, xylophone",train
33M-2uTjZK4,28,playing lacrosse,train
33M-2uTjZK4,39,playing lacrosse,train
33MDrzEOayI,2,airplane flyby,train
33NCPZjFuLE,17,playing oboe,train
33NCPZjFuLE,56,playing oboe,test
33sPlbCKD1I,111,playing bass drum,test
33sPlbCKD1I,230,playing bass drum,train
33xeKuOqeIE,30,playing acoustic guitar,train
33yxa2f23-8,97,sharpen knife,train
33yxa2f23-8,126,sharpen knife,test
33ZJTEZthrw,30,playing electric guitar,test
33zYhd6b12A,15,"vehicle horn, car horn, honking",test
34B5n63bnDc,30,people screaming,train
34IAgmpNdQU,30,male singing,train
34KKjNfDPtI,30,"male speech, man speaking",train
34lLfsSJnHA,30,playing electric guitar,train
34lXx3CR_Ww,21,police car (siren),test
34PIIFialvk,10,baby crying,train
34PIIFialvk,21,baby crying,train
34PWA9cYk44,30,dog bow-wow,test
34QJt02_RlY,130,eating with cutlery,train
34RkYTRzqsA,11,"motorboat, speedboat acceleration",train
34Tgd032jiU,30,male singing,test
34TjlV0l9as,180,playing bagpipes,test
34TQ3PjMFuI,0,playing volleyball,test
34Ugr_E9c5s,30,female singing,train
34vOE95ePok,139,playing erhu,test
34VuP7wTpbM,18,hail,train
34XliISSnEw,30,lawn mowing,train
34zP0xl6EZU,38,rapping,test
35b9BSmN5JM,1,"engine accelerating, revving, vroom",train
35Dwo4QVLqs,134,yodelling,train
35eqrTPl5lk,30,"male speech, man speaking",test
35iGp2g_U6A,0,church bell ringing,train
35iGp2g_U6A,31,church bell ringing,train
35iM6j01tuU,60,church bell ringing,train
35iM6j01tuU,251,church bell ringing,train
35JYiecOnY0,1252,blowtorch igniting,train
35JYiecOnY0,1272,blowtorch igniting,train
35k6nkvKHSg,220,people belly laughing,train
35l-Ty6PNR8,19,cat meowing,train
35PW_68DLEc,151,playing tabla,train
35qqdErpct0,35,parrot talking,test
35qqdErpct0,96,parrot talking,train
35SC81RF7S4,30,chicken clucking,train
35sp3mtZRSA,30,playing french horn,train
35TJzkXuJ1w,150,"child speech, kid speaking",train
35wH6R9hscc,38,disc scratching,train
35wH6R9hscc,50,disc scratching,train
35X-mocm-yY,92,scuba diving,train
35zjZSpI_Fo,6,typing on computer keyboard,train
35zjZSpI_Fo,18,typing on computer keyboard,train
36a0rb8RCPs,151,child singing,train
36a0rb8RCPs,248,child singing,test
36akD6ufyEU,250,playing harp,train
36aouoBskAg,146,woodpecker pecking tree,train
36bDoMC3E0M,14,"rowboat, canoe, kayak rowing",test
36BWuyJFAlA,76,using sewing machines,train
36BWuyJFAlA,94,using sewing machines,train
36ByjS4Hbvs,30,playing electric guitar,train
36Em-kH_QEQ,30,stream burbling,train
36FxPYlQJs4,49,cat meowing,train
36FzSRn2mqo,85,playing harmonica,train
36iatTz56w0,207,running electric fan,train
36iatTz56w0,252,running electric fan,test
36kBtQ8f0Do,0,woodpecker pecking tree,test
36kBtQ8f0Do,33,woodpecker pecking tree,train
36Lt8bARIAc,107,playing hammond organ,train
36Lt8bARIAc,175,playing hammond organ,train
36MF8IczbV4,15,cat purring,train
36MF8IczbV4,52,cat purring,train
36PxSfBWBxM,66,playing flute,train
36QhFVmwmWc,190,slot machine,test
36TCM75dYRs,2,running electric fan,test
36UTojWEs-s,62,playing bass drum,train
36wNg9UpZuU,1,train horning,train
36wNg9UpZuU,138,train horning,train
36x9oVlQFg0,50,playing oboe,train
36x9oVlQFg0,83,playing oboe,train
36ZYDetK_0w,30,male singing,train
37bY5mxAGuo,240,orchestra,train
37Dd28T1zMs,36,playing erhu,test
37DHP6dKCa4,17,"alligators, crocodiles hissing",train
37DHP6dKCa4,37,"alligators, crocodiles hissing",train
37gyUJhLVYE,30,playing snare drum,train
37hhyVTUYJQ,225,using sewing machines,train
37JXqAL3c9Y,0,dog growling,train
37LmxzKebzM,159,playing synthesizer,train
37LmxzKebzM,176,playing synthesizer,train
37Neq-Xx0Ao,280,people crowd,train
37OwMXFtyOY,49,francolin calling,train
37OwMXFtyOY,86,francolin calling,test
37R2O_7Cg4M,33,typing on typewriter,train
37R2O_7Cg4M,191,typing on typewriter,train
37StRlApRIM,154,eating with cutlery,train
37Tl9YROdbA,66,playing trombone,train
37Tl9YROdbA,77,playing trombone,test
37xSpomVLsI,13,"vehicle horn, car horn, honking",train
38a6_19txtU,69,playing electronic organ,train
38a6_19txtU,234,playing electronic organ,train
38G1Ro98M3k,30,playing acoustic guitar,train
38h1uuRACso,30,helicopter,train
38h3URrWCYE,66,playing bagpipes,train
38h3URrWCYE,85,playing bagpipes,train
38LroihYfWc,1,playing hammond organ,train
38NMNxUSg4E,270,chicken crowing,train
38php3NHfoE,30,people crowd,train
38pTsjnl7q0,67,reversing beeps,train
38pTsjnl7q0,101,reversing beeps,train
38RzA_ZVpWQ,593,playing hockey,test
38smaojkmss,30,"subway, metro, underground",train
38TGl48T-aI,30,wind noise,train
38vAJVbbBIU,192,"heart sounds, heartbeat",train
38vAJVbbBIU,204,"heart sounds, heartbeat",train
38vhXFhyn1Q,30,playing acoustic guitar,train
38Z3ovrzVdo,158,airplane flyby,train
38Z3ovrzVdo,169,airplane flyby,train
38ZHxrz7jFE,60,people sneezing,train
39dMIojveVM,11,car passing by,train
39ej4rcEVvg,390,machine gun shooting,train
39HK77pvYoY,5,"engine accelerating, revving, vroom",train
39i3rrx-vNE,10,playing saxophone,test
39SFTb7Tl0k,32,vacuum cleaner cleaning floors,test
39SFTb7Tl0k,95,vacuum cleaner cleaning floors,test
39X8V9qxEt8,9,lions roaring,train
39X8V9qxEt8,19,lions roaring,test
39XhZ-tV7FQ,30,playing acoustic guitar,train
39XzxQ_3SJw,30,male singing,train
40DdtCFT9HU,183,cupboard opening or closing,train
40gesIwjP-E,30,"male speech, man speaking",test
40gR9F3IdpY,70,helicopter,train
40h0lVIgnRc,2,people sneezing,train
40k3AAbA7tM,226,playing timpani,train
40LRa5Ko-Zs,20,"railroad car, train wagon",test
40LS6zZrhcM,70,orchestra,train
40N2Tjm4UBo,30,"female speech, woman speaking",train
40RCCwGGZno,187,people cheering,test
40UgQWOavzQ,29,male singing,train
40V9PXs5TQI,216,playing castanets,train
40V9PXs5TQI,229,playing castanets,train
40Wti1pTQpQ,179,yodelling,train
40xqOdDYf24,20,playing trumpet,train
40Z0AThRlok,30,playing acoustic guitar,test
40zVsqZpOF8,30,female singing,train
41cMpG64OMw,30,"playing marimba, xylophone",train
41CWu8-XBCk,30,female singing,train
41IrEHaBlgs,12,playing bassoon,train
41NAWwmED6A,115,playing table tennis,train
41pIM04x7Ts,105,people slurping,train
41pIM04x7Ts,138,people slurping,test
41rAv4f84_0,0,male singing,train
41RjJpxK73A,30,sliding door,train
41V_J6hdEhs,39,playing badminton,train
42AJLhPyyK4,340,"race car, auto racing",test
42EskO67AMw,31,chopping wood,train
42Glk3NHN-M,30,waterfall burbling,test
42HvERjMCKU,36,car engine idling,train
42HvERjMCKU,143,car engine idling,test
42IEJWuMv1k,30,car engine starting,train
42Iss6TfcpQ,742,lip smacking,train
42Iss6TfcpQ,917,lip smacking,train
42jsKgdY4G0,140,playing piano,train
42kfqC2muqM,60,playing harp,test
42KhgjwEnKk,161,playing table tennis,train
42tHWuuaFhg,40,"playing marimba, xylophone",train
42-VvH-bnPE,25,disc scratching,train
42WY_36INdc,6,wood thrush calling,train
42zuXm_gxMk,30,male singing,train
43ajJR698Jo,30,playing bass guitar,train
43C4wSDg0jE,10,wood thrush calling,train
43C4wSDg0jE,101,wood thrush calling,train
43ggxEOQjj4,106,"bee, wasp, etc. buzzing",train
43ggxEOQjj4,253,"bee, wasp, etc. buzzing",train
43hgToyISN0,100,playing electric guitar,train
43JrQXW1-bA,30,"pigeon, dove cooing",train
43k8PJMXd64,10,playing trumpet,train
43kp_izNnKU,80,playing banjo,test
